timestamp,track_id,event,face_verified
2025-12-16 01:08:04,1,ENTER,True
2025-12-16 01:08:05,1,ENTER,True
2025-12-16 01:08:05,1,ENTER,True
2025-12-16 01:08:05,1,ENTER,True
2025-12-16 01:08:05,1,ENTER,True
2025-12-16 01:08:05,1,ENTER,True
2025-12-16 01:08:06,1,ENTER,True
2025-12-16 01:08:06,1,ENTER,True
2025-12-16 01:08:06,1,ENTER,True
2025-12-16 01:08:06,1,ENTER,True
2025-12-16 01:08:06,1,ENTER,True
2025-12-16 01:08:06,1,ENTER,True
2025-12-16 01:08:06,1,ENTER,True
2025-12-16 01:08:07,2,ENTER,True
2025-12-16 01:08:07,2,ENTER,True
2025-12-16 01:08:07,2,ENTER,True
2025-12-16 01:08:07,2,ENTER,True
2025-12-16 01:08:07,2,ENTER,True
2025-12-16 01:08:07,2,ENTER,True
2025-12-16 01:08:08,2,ENTER,True
2025-12-16 01:08:08,2,ENTER,True
2025-12-16 01:08:08,2,ENTER,True
2025-12-16 01:08:08,2,ENTER,True
2025-12-16 01:08:08,2,ENTER,True
2025-12-16 01:08:08,1,ENTER,True
2025-12-16 01:08:09,1,ENTER,True
2025-12-16 01:08:09,1,ENTER,True
2025-12-16 01:08:09,1,ENTER,True
2025-12-16 01:08:09,1,ENTER,True
2025-12-16 01:08:09,2,ENTER,True
2025-12-16 01:08:09,2,ENTER,True
2025-12-16 01:08:09,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:11,2,ENTER,True
2025-12-16 01:08:11,2,ENTER,True
2025-12-16 01:08:11,2,ENTER,True
2025-12-16 01:08:11,2,ENTER,True
2025-12-16 01:08:12,2,ENTER,True
2025-12-16 01:08:12,2,ENTER,True
2025-12-16 01:08:12,2,ENTER,True
2025-12-16 01:08:12,2,ENTER,True
2025-12-16 01:08:12,2,ENTER,True
2025-12-16 01:08:12,2,ENTER,True
2025-12-16 01:08:12,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:16,2,ENTER,True
